论点,主题,set,WA
儿童演员需要参与演戏，因为许多电影和节目中有儿童角色。,我们应该禁止使用童星。,train,0.535571454
童星从不得享受真正的童年，应该禁止他们参与表演。,我们应该禁止使用童星。,train,0.713159104
儿童演员通常是家庭的主要经济支柱。,我们应该禁止使用童星。,train,0.830503028
童星经常变成适应不良的成年人，而且经常陷入药物滥用。,我们应该禁止使用儿童演员。,train,0.979310653
小演员经常无法应对被加诸于他们身上的名声，因此应有成年人来扮演孩子角色。,我们应该禁止使用童星。,train,0.746900187
因为作为儿童演员所承受的压力远离普通儿童的成长环境，很少有儿童演员成长为心智全面的成年人。,我们应该禁止使用童星。,train,0.865795165
儿童演员应该有能力最大化他们的潜力并像其他群体一样赚钱——禁止他们是年龄歧视，而且他们的职业生涯窗口通常非常短暂。,我们应该禁止使用童星。,train,0.412654406
应该允许儿童演员工作，并为社会贡献他们的才华。,我们应该禁止使用童星。,train,0.723918461
应该禁止儿童演员，因为他们没有机会过正常的生活。,我们应该禁止使用童星。,train,0.881274015
应禁止儿童演员，因为他们无法在稳定的家庭环境中健康成长，并得到充分的教育。,我们应该禁止使用童星。,train,0.677097139
"应该禁止儿童演员, 因为这些孩子经常被剧组剥削, 而且他们得到的钱往往超过他们该如何使用, 他们经常把钱浪费在毒品和其他恶习上。",我们应该禁止使用童星演员。,train,1.0
应禁止儿童演员，因为强迫孩子在如此年幼的年纪工作是不公平的。,我们应该禁止使用童星。,train,0.981401461
儿童演员不应该被禁止，因为谁会在电影中扮演儿童呢？这是无法避免的，因为儿童是生活的一部分，也是许多故事的一部分。,我们应该禁止使用儿童演员。,train,0.70556545
不应仅因为少数“败笔”而禁止儿童演员。在良好的指导下，这些演员可以继续支付自己的大学费用，并成为负责任的公民。,我们应该禁止使用童星。,train,0.69499135
不应该使用童星，因为他们会被介入一个成人世界，可能导致腐败和上瘾。,我们应该禁止使用童星。,train,1.0
儿童演员太容易成长为心理问题严重的成年人。对他们来说这是不公平的，因此，我们应该禁止使用儿童演员。,我们应该禁止使用童星。,train,0.745789252
有适当的监督和规定，孩子演员会做得很好。,我们应该禁止使用童星。,train,0.661330159
儿童劳动法已经限制了儿童可以做的工作量。,我们应该禁止使用童星。,train,0.663841356
童年是学习和成长的时光，而非工作。,我们应禁止使用童星。,train,0.978977632
童年是个人发展中重要的阶段。在如此年幼的时候成为演员的压力和名声，已经多次被证明会导致成年人出现问题。,我们应该禁止使用童星。,train,0.934223943
当父母结婚时，孩子们在生活中取得更好的成果。,我们应该放弃婚姻。,train,0.836966077
儿童演员是接受培训以及在生活和作品表演中进行呈现的人，以便能够扮演不同情境的角色。,我们应该禁止使用童星。,train,0.816465793
孩子们也有权利改变他们的外貌。,我们应该禁止未成年人进行整容手术。,train,0.140008582
孩子和成人们都花费太多时间看电视，而不是做一些像阅读、运动、交流等的事情。,我们应该放弃电视。,train,0.860088279
孩子们是社会的一部分，不是所有的故事或电影都只有成年人。,我们应该禁止使用童星。,train,0.409332194
儿童是娱乐行业的重要组成部分，并扮演着其他人无法承担的角色。,我们应该禁止使用儿童演员。,train,0.71120825
儿童在寄养家庭里比在街头或少管所里更好。,寄养机构给孩子带来的伤害比好处更多。,train,1.0
孩子们被父母和内容创作者利用来赚钱。,我们应该禁止使用童星。,train,0.673064719
孩子们太容易被利用，有时因为名望及其带来的一切，他们会在很小的时候变得过于早熟。,我们应该禁止使用童星。,train,0.976800339
孩子也是人类，应该在他们的同意和父母的同意下，被允许工作。,我们应该禁止使用童星。,train,0.707102046
孩子们实际上无法做出明智的决定，因为前额叶皮质发育不足，无法充分考虑和内化整形手术所带来的危险。,我们应该禁止未成年人进行整容手术。,train,0.76753202
孩子们在一个家庭环境中会更好，他们可以得到爱和个性化关注，而不是被留在机构里要靠自己生存。,寄养制度带来的伤害远大于好处。,train,0.896010555
孩子们往往很天真，并经常受到操纵或未被给予公平补偿。,我们应该禁止使用童星。,train,0.868811371
儿童不能同意或理解由整容手术导致的永久变化。,我们应该禁止未成年人进行整容手术。,train,0.878834637
儿童无法建立联系，往往在寄养中受到虐待。,寄养制度带来的伤害多于好处。,train,0.905221383
儿童没有为电影片场上严苛且有时不恰当的环境做好准备。,我们应该禁止使用童星。,train,1.0
孩子们还不够成熟来处理演戏的压力。,我们应该禁止使用童星。,train,0.857782153
孩子们年龄还小，还没有足够的信息做出明智的决定。,我们应该禁止未成年人进行整形手术。,train,0.852891423
孩子们经常被父母利用赚钱，仅仅因为他们具有天生的表演能力。,我们应该禁止使用童星。,train,0.92733842
孩子们已经足够大，可以因为外貌不同而遭受取笑，并且应该足够大以知道他们想要改正自己的问题。,我们应该禁止未成年人做整容手术。,train,0.533249116
因此，要取缔孩子在电视节目和电影中扮演孩子是非常困难的。,我们应该禁止使用童星演员。,train,0.491909268
孩子们仍在发育成长，现在进行整形手术为时尚早。,我们应该禁止未成年人进行整形手术。,train,1.0
成年人利用孩子，只是为了赚钱。,我们应该禁止使用童星。,train,0.873100276
孩子们太小了，不应该进入这个行业，会在太小的年纪就接触好莱坞生活的负面。,我们应该禁止使用童星。,train,0.622750678
孩子们太不成熟，无法应对成名带来的名利，因此最终过上了非常艰难的生活。,我们应该禁止使用童星。,train,0.918600733
孩子们太小了，无法了解这种生活方式的全面影响。历史告诉我们，许多儿童演员被业界抛弃，并经常陷入药物滥用。,我们应该禁止使用童星。,train,0.878343646
孩子们太年幼，无法就改变自己外表的方式做出像成年人一样的决定。,我们应该禁止未成年人进行整形手术。,train,0.887032653
孩子们无法做出这么重要的选择。,我们应该禁止未成年人进行整形手术。,train,0.730004169
儿童容易被贪婪的娱乐公司剥削，他们无法得到足够的保护，因此我们应该禁止儿童演员。,我们应该禁止使用儿童演员。,train,0.857575342
孩子们还不够成熟来应对影视业的压力。,我们应该禁止使用儿童演员。,train,0.948567228
通过代孕产生的孩子与非生育母亲之间不会像与生母之间的亲密关系那样紧密。,代孕应该被禁止。,train,0.689561458
孩子们通过表演可以学到很多，而在成人监督下他们可以成为优秀的演员。,我们应该禁止使用童星。,train,0.682548185
孩子们可能会被忽视，因为他们没能得到足够的一对一互动。,寄养护理带来的伤害大于益处。,train,0.905910009
孩子们可能会在不同的家庭之间搬来搬去，缺乏稳定的生活环境。,寄养护理给孩子带来的危害多于好处。,train,1.0
孩子们可以自己决定是否想要从事表演。许多儿童演员最终成为成人演员，并拥有长久而成功的职业生涯。,我们应该禁止使用童星。,train,0.981199993
在家自学的孩子可以获得更多的一对一辅导，可以按照自己的节奏学习。,应该禁止家庭教育。,train,1.0
儿童可能在寄养家庭里度过数年时间，经历多次转换寄养家庭。这些变化造成的破裂关系会损害他们的幸福。,寄养护理带来的伤害大于好处,train,1.0
孩子们可以通过表演学习宝贵的社交技能，这可能会比正规教育更好地为他们未来做准备。,我们应该禁止使用童星。,train,0.792064891
孩子可以按照自己的年龄成熟，应该被允许选择他们想要做的事情。,我们应该禁止未成年人进行整容手术。,train,0.601240982
当孩子只在家庭环境中的时候，他们无法学会与同龄人交往和沟通社交能力。,应该禁止家庭教育。,train,0.55262231
在家教学的孩子无法学会与同龄人互动。,应该禁止家庭教育。,train,0.891877756
年轻的孩子通常无法处理名声，应该受到保护。,我们应该禁止使用童星。,train,0.782873459
孩子可能会受影响，因为父亲不能将时间合理分配在几个家庭中，无法提供高质量的陪伴。,我们应该合法化一夫多妻制。,train,0.945457447
